Image,z=0,z=1,z=2,z=3,z=4,z=5,z=6,z=7,z=8
3329.pgm,0,964,1759,471,297,631,10205,2057,0
333.pgm,0,36,791,3466,6405,3413,1786,487,0
3330.pgm,0,5,252,913,1167,1723,6074,6246,4
3331.pgm,0,39,501,626,779,1373,7622,5444,0
3332.pgm,0,7,202,567,401,837,13119,1251,0
3333.pgm,0,191,836,720,1159,6044,6993,441,0
3334.pgm,2,155,703,1417,1471,2576,8748,1269,43
3335.pgm,3,170,885,1556,1684,2330,8333,1330,93
3336.pgm,5,253,2394,5707,2024,310,2022,1361,2308
3337.pgm,0,106,1786,5549,2612,507,2223,1239,2362
3338.pgm,8,446,3494,5152,2310,448,2275,2132,119
3339.pgm,31,997,3000,4021,3323,770,624,398,3220
334.pgm,236,3483,2876,2968,2505,1331,1269,1702,14
3340.pgm,0,7,135,902,2184,4116,5650,3390,0
3341.pgm,1,348,3663,7443,1255,21,166,232,3255
3342.pgm,0,384,3816,5447,1423,69,851,1176,3218
3343.pgm,0,133,751,3605,3387,1560,4764,2040,144
3344.pgm,0,619,4642,3077,1210,400,3645,2791,0
3345.pgm,0,572,5038,4118,707,429,3561,1959,0
3346.pgm,0,317,2775,2431,980,775,5912,3194,0
3347.pgm,0,1053,4493,2246,1446,2107,3722,1296,21
3348.pgm,0,443,2780,2401,2112,2771,4639,1238,0
3349.pgm,0,0,69,1025,2598,4530,4940,1388,1834
335.pgm,1,325,1415,3652,3200,3383,2649,1646,113
3350.pgm,0,0,38,455,2448,5479,5683,1802,479
3351.pgm,0,1,122,960,2519,3125,7745,1909,3
3352.pgm,0,488,4227,5176,1025,143,2809,2516,0
3353.pgm,0,479,3945,3767,1224,487,3921,2561,0
3354.pgm,0,761,6325,7017,1408,147,315,411,0
3355.pgm,0,2,383,1396,1890,3558,5955,3199,1
3356.pgm,0,205,2060,1856,1627,3168,5102,2365,1
3357.pgm,0,71,1215,1799,1567,2574,7109,2049,0
3358.pgm,1,591,2007,1354,1314,2422,7252,1443,0
3359.pgm,0,3,316,3572,4716,6029,1705,43,0
336.pgm,0,63,396,1184,4478,5541,3160,1399,163
3360.pgm,0,234,1787,2675,1328,1983,6041,1452,884
3361.pgm,0,317,2316,3088,1230,1994,5794,1358,287
3362.pgm,1,338,5426,8467,1673,347,113,19,0
3363.pgm,0,188,5208,8777,2005,161,37,8,0
3364.pgm,0,297,5894,8210,1582,253,104,44,0
3365.pgm,0,286,5894,8409,1663,99,27,6,0
3366.pgm,0,55,614,1507,2350,3434,6051,2373,0
3367.pgm,0,20,301,1454,2489,3790,6021,2309,0
3368.pgm,45,2637,6138,3622,2557,1157,204,24,0
3369.pgm,0,9,188,560,1044,3523,9733,1327,0
337.pgm,0,105,411,1620,3250,3908,4511,2413,166
3370.pgm,0,19,134,374,972,3330,9992,1563,0
3371.pgm,245,3805,4394,2492,2720,1915,454,41,318
3372.pgm,7,1204,4592,2024,242,311,6631,1373,0
3373.pgm,7,996,4324,2857,531,166,5302,2201,0
3374.pgm,42,3421,8597,3558,720,44,2,0,0
3375.pgm,11,2054,8475,3528,793,109,751,663,0
3376.pgm,48,4044,9474,2307,225,83,155,41,7
3377.pgm,0,1032,5315,6363,3162,487,25,0,0
3378.pgm,0,809,3343,3257,2837,4362,1761,15,0
3379.pgm,18,1060,5489,5614,2425,1136,575,67,0
338.pgm,2,156,1512,1630,1391,3096,5376,3216,5
3380.pgm,6,476,1732,3015,3662,3510,3169,812,2
3381.pgm,6,500,3498,4910,2654,611,198,68,3939
3382.pgm,8,442,2851,4207,2259,534,235,48,5800
3383.pgm,5,437,3304,4947,1448,853,2927,1654,809
3384.pgm,0,256,3295,3993,1596,2595,3345,1136,168
3385.pgm,0,176,2991,4107,1670,2648,3432,1345,15
3386.pgm,0,219,2923,4123,1913,2579,3288,1314,25
3387.pgm,0,17,857,2412,1789,1752,7500,2057,0
3388.pgm,0,26,984,2575,1926,1436,7076,2361,0
3389.pgm,0,32,797,3194,2928,1665,5039,2728,1
339.pgm,23,2417,2449,3006,3424,2873,1803,388,1
3390.pgm,0,58,1549,4146,2527,1175,4587,2342,0
3391.pgm,0,159,2726,5182,2433,884,3755,1245,0
3392.pgm,0,273,3130,5074,2770,784,3404,949,0
3393.pgm,0,7,668,2465,3635,4103,3790,1716,0
3394.pgm,0,118,5183,9153,1641,244,45,0,0
3395.pgm,0,632,6950,7625,1098,70,9,0,0
3396.pgm,0,96,1016,4189,3438,735,2828,4081,1
3397.pgm,0,51,316,2737,3673,1358,3717,4531,1
3398.pgm,0,2,223,1418,2466,3561,4495,4218,1
3399.pgm,0,1,505,1599,2917,3657,4283,3422,0
34.pgm,0,100,411,559,724,2116,8394,3973,107
340.pgm,0,17,782,1615,2932,5889,4889,260,0
3400.pgm,0,0,195,1235,1709,3615,4643,4982,5
3401.pgm,0,160,583,1342,3319,4653,4336,396,1595
3402.pgm,0,12,234,1028,3002,5768,5970,358,12
3403.pgm,0,18,325,1045,3007,7159,4653,65,112
3404.pgm,0,16,235,993,2974,5795,5933,165,273
3405.pgm,1,50,284,781,1834,6960,6222,115,137
3406.pgm,0,1,52,778,2742,6321,5999,202,289
3407.pgm,0,6,87,1034,3279,5861,5634,212,271
3408.pgm,1,31,306,1193,3115,4488,6121,517,612
3409.pgm,1,87,519,1880,3787,4209,4959,420,522
341.pgm,2,386,2681,3785,3397,2993,1791,1342,7
3410.pgm,0,59,310,1108,3248,4632,6018,575,434
3411.pgm,7,1790,6600,5449,1876,352,66,15,229
3412.pgm,1,458,3890,8255,3383,382,15,0,0
3413.pgm,3,387,4066,8525,3050,348,5,0,0
3414.pgm,0,16,124,371,576,2487,10731,2069,10
3415.pgm,4,217,750,828,1300,2752,8874,1658,1
3416.pgm,0,88,1144,3514,5321,3881,1912,440,84
3417.pgm,0,96,1236,3540,4988,4300,2141,83,0
3418.pgm,0,87,1397,3599,5204,4169,1796,132,0
3419.pgm,0,72,1658,5912,6075,2413,251,3,0
342.pgm,0,258,2719,4182,3763,3113,1743,602,4
3420.pgm,8,212,340,1395,5071,7383,1966,9,0
3421.pgm,13,262,1075,5758,6618,2443,205,9,1
3422.pgm,2,375,4442,8264,3010,243,30,8,10
3423.pgm,0,120,1143,5383,8005,1700,22,8,3
3424.pgm,2,979,5437,7375,2128,318,114,19,12
3425.pgm,6,854,6546,6858,1684,298,108,13,17
3426.pgm,4,653,4655,7121,3010,876,50,10,5
3427.pgm,2,1050,5771,6557,2553,439,11,1,0
3428.pgm,16,1342,8653,5850,470,30,22,1,0
3429.pgm,1,560,6186,7408,1768,442,19,0,0
343.pgm,0,45,318,568,1446,4046,9160,801,0
3430.pgm,15,625,4374,7885,2860,603,21,1,0
3431.pgm,0,160,1979,9779,4357,109,0,0,0
3432.pgm,0,420,2391,9052,4118,145,16,18,224
3433.pgm,0,245,2027,8521,5273,281,14,5,18
3434.pgm,0,64,1499,9413,5250,158,0,0,0
3435.pgm,1,651,2902,8709,2435,79,35,49,1523
3436.pgm,0,289,4270,9605,2114,49,1,5,51
3437.pgm,0,323,3683,7864,3559,579,60,11,305
3438.pgm,0,41,2316,8203,4402,1300,122,0,0
3439.pgm,0,373,4217,7953,3325,489,27,0,0
344.pgm,0,389,1244,3446,4712,3333,1560,1695,5
3440.pgm,6,803,6192,7838,1438,104,0,0,3
3441.pgm,9,592,5305,8515,1811,147,5,0,0
3442.pgm,2,403,4114,9179,2346,334,5,1,0
3443.pgm,1,375,4994,8553,2177,278,6,0,0
3444.pgm,0,153,3690,8943,3394,202,0,2,0
3445.pgm,7,409,4775,9010,1998,143,39,3,0
3446.pgm,0,247,2193,7666,3976,1063,1195,44,0
3447.pgm,1,344,4471,6164,2287,1925,1184,8,0
3448.pgm,3,775,5596,6348,1670,976,984,32,0
3449.pgm,1,455,4500,7841,2306,624,620,28,9
345.pgm,377,2086,3119,4044,3372,1334,801,1248,3
3450.pgm,1,637,4782,4680,2224,2217,1766,77,0
3451.pgm,7,1000,4808,6132,3468,816,114,9,30
3452.pgm,2,685,5041,7924,2420,268,40,4,0
3453.pgm,23,1885,6525,5292,1861,670,73,27,28
3454.pgm,44,2557,5011,4435,3052,1140,117,16,12
3455.pgm,12,1242,5475,4462,2982,1753,445,13,0
3456.pgm,22,1557,3504,2325,2131,4413,2348,84,0
3457.pgm,26,1243,3789,4637,4138,1529,321,196,505
3458.pgm,18,1400,5206,3252,1673,2761,2011,63,0
3459.pgm,0,308,3179,7132,4844,874,45,2,0
346.pgm,1,73,1886,10901,3402,115,5,1,0
3460.pgm,1,361,3862,8297,3534,323,6,0,0
3461.pgm,23,2829,9248,2879,685,458,200,46,16
3462.pgm,37,2424,7991,3712,1213,827,177,3,0
3463.pgm,8,830,5827,4581,1166,925,1406,358,1283
3464.pgm,11,1021,6094,4170,1360,860,389,46,2433
3465.pgm,7,814,3378,4037,3525,2400,763,97,1363
3466.pgm,13,1513,6303,6403,1505,207,47,45,348
3467.pgm,45,937,1232,2107,4707,2752,2225,418,1961
3468.pgm,46,1063,1374,2472,4475,2282,2038,133,2501
3469.pgm,0,102,977,1983,2376,3981,6880,85,0
347.pgm,1,199,3038,8371,4327,435,13,0,0
3470.pgm,0,104,2662,2454,657,4034,6402,71,0
3471.pgm,0,0,75,117,282,3960,10408,1542,0
3472.pgm,0,2,87,210,450,4715,9810,1110,0
3473.pgm,0,2,80,214,538,4677,9979,891,3
3474.pgm,0,398,723,1068,3091,6041,4995,68,0
3475.pgm,0,30,1426,4778,6457,2529,1118,46,0
3476.pgm,0,27,1262,4440,6540,2972,1077,66,0
3477.pgm,0,447,2386,4215,3450,3309,2225,352,0
3478.pgm,8,836,4669,5136,2394,1788,1327,219,7
3479.pgm,10,974,4136,5361,2249,1578,1456,616,4
348.pgm,0,8,45,97,240,780,3112,12012,90
3480.pgm,0,85,1619,5998,4966,2272,1406,31,7
3481.pgm,0,45,1337,5347,5345,2587,1680,38,5
3482.pgm,0,4,370,855,1655,3467,7956,2074,3
3483.pgm,0,52,2871,5702,3594,2296,1525,344,0
3484.pgm,0,42,1975,3441,2412,1395,3478,3639,2
3485.pgm,0,115,2562,3742,1874,1275,3739,3076,1
3486.pgm,0,163,1188,1955,2208,3459,6475,932,4
3487.pgm,0,18,149,639,1999,5147,7488,937,7
3488.pgm,0,4,78,437,1681,3651,8319,2046,168
3489.pgm,0,10,174,680,1572,3663,6613,3644,28
349.pgm,4,299,3019,3179,2952,4008,2476,226,221
3490.pgm,0,4,107,389,962,2652,9380,2849,41
3491.pgm,1,58,291,595,840,2311,7489,4783,16
3492.pgm,0,35,319,923,1573,2907,9040,1587,0
3493.pgm,0,141,844,1743,1889,2114,7113,2540,0
3494.pgm,1,42,375,987,2115,2710,8208,1635,311
3495.pgm,3,1792,6757,3354,1462,1763,1251,2,0
3496.pgm,0,21,3219,5807,2331,1309,3484,213,0
3497.pgm,1,291,3047,5222,3591,2229,1746,158,99
3498.pgm,2,167,2084,4645,5230,2876,1326,49,5
3499.pgm,0,10,368,1141,1238,2115,7256,1570,2686
35.pgm,157,1317,2017,4064,3037,1729,1073,1224,1766
350.pgm,0,14,861,6891,6436,1508,629,45,0
3500.pgm,0,4,257,902,1167,2003,9124,2927,0
3501.pgm,0,9,201,1137,2744,3800,3844,4645,4
3502.pgm,0,2,182,787,1863,2849,7448,3253,0
3503.pgm,0,128,3615,6938,3363,554,876,909,1
3504.pgm,0,4,346,940,1021,1990,9773,2310,0
3505.pgm,0,1,346,1787,2348,5274,6523,105,0
3506.pgm,0,6,2102,7886,2601,423,2021,1345,0
3507.pgm,0,0,416,1890,1412,1536,7602,3528,0
3508.pgm,0,283,2083,2885,2207,2611,4016,2298,1
3509.pgm,0,256,2076,3014,2226,2551,3905,2356,0
351.pgm,0,104,1046,5541,6040,1374,1344,922,13
3510.pgm,0,103,1312,1810,2409,3135,4430,3185,0
3511.pgm,0,0,11,116,305,2051,13176,725,0
3512.pgm,0,304,1184,1885,2974,3584,5297,1155,1
3513.pgm,0,14,455,2601,2851,2146,5944,2372,1
3514.pgm,0,94,1153,1853,2951,4372,5231,730,0
3515.pgm,2,38,757,1178,1185,8297,4882,45,0
3516.pgm,3,341,1333,1474,1403,2925,5872,3032,1
3517.pgm,46,682,1827,2506,2930,4128,2181,527,1557
3518.pgm,14,627,1307,1642,2763,4196,4097,1224,514
3519.pgm,3,268,973,1409,1922,3832,6098,1632,247
352.pgm,1,71,871,3737,5335,2109,1619,2622,19
3520.pgm,1,141,963,1952,2771,4044,5410,1102,0
3521.pgm,0,2,368,2316,2756,2244,7157,1541,0
3522.pgm,0,4,353,2270,3265,2369,6121,2002,0
3523.pgm,0,29,274,1590,2943,2578,7361,1609,0
3524.pgm,0,17,304,1816,3092,2518,7055,1582,0
3525.pgm,0,18,280,908,1543,2463,9547,1625,0
3526.pgm,75,4416,7022,2324,608,485,886,461,107
3527.pgm,5,619,3210,3638,3055,2287,2736,834,0
3528.pgm,65,486,2238,3841,3912,3965,1442,160,275
3529.pgm,0,315,2585,3668,3899,2969,2558,390,0
353.pgm,5,15,109,297,557,823,1884,11737,957
3530.pgm,1,209,1670,3716,4578,4406,1310,165,329
3531.pgm,5,187,1416,3086,3949,4670,2440,631,0
3532.pgm,0,57,1869,5428,4772,3469,782,7,0
3533.pgm,0,109,2428,5799,4667,2714,664,3,0
3534.pgm,0,38,1655,5196,6094,2976,424,1,0
3535.pgm,9,742,2434,3166,4035,3485,1469,180,864
3536.pgm,19,726,2681,3782,3015,1892,2210,2055,4
3537.pgm,0,89,1220,2375,2646,2445,3631,3978,0
3538.pgm,0,454,3647,5238,4073,1872,778,133,189
3539.pgm,1,449,3515,5349,3926,1982,836,180,146
354.pgm,1,388,1270,2111,3238,2146,3219,4010,1
3540.pgm,2,219,826,2775,7265,3663,1508,126,0
3541.pgm,0,6,164,548,3657,6844,4707,458,0
3542.pgm,0,6,103,1222,6725,5098,3099,131,0
3543.pgm,0,2,90,1530,8237,4655,1673,197,0
3544.pgm,4,49,811,3259,8496,3071,644,50,0
3545.pgm,7,54,929,4108,8250,2427,577,32,0
3546.pgm,4,63,886,3942,8246,2582,600,61,0
3547.pgm,73,1807,2531,3484,5282,2625,416,166,0
3548.pgm,74,1748,2488,3528,4958,2453,920,214,1
3549.pgm,0,4,151,512,1445,3583,8839,1850,0
355.pgm,1,153,610,1198,2994,4878,4523,2026,1
3550.pgm,0,2,191,917,2420,4359,5514,2981,0
3551.pgm,0,0,115,457,1262,3131,8453,2965,1
3552.pgm,34,1541,2544,4460,3418,1536,1074,275,1502
3553.pgm,26,1581,3132,5354,2977,1247,589,167,1311
3554.pgm,8,1104,2244,3450,3940,2785,645,260,1948
3555.pgm,1,76,704,1753,2166,2709,6351,2624,0
3556.pgm,0,73,782,1996,2200,2306,6400,2615,12
3557.pgm,0,73,402,919,1327,2807,8293,2563,0
3558.pgm,0,1,53,314,1182,2541,10136,2157,0
3559.pgm,0,0,24,281,1228,2914,9759,2178,0
356.pgm,0,71,358,961,3281,5492,3997,2039,185
3560.pgm,14,536,2116,2386,3922,2051,1466,2746,1147
3561.pgm,4,385,1453,2352,2487,4007,3561,2135,0
3562.pgm,7,736,2240,4577,3772,1728,1474,525,1325
3563.pgm,10,801,2520,3544,3244,2435,2827,870,133
3564.pgm,17,717,1944,2374,2999,3227,4218,836,52
3565.pgm,48,916,2238,3111,3146,3892,2515,478,40
3566.pgm,0,207,859,3019,7149,4101,692,100,257
3567.pgm,239,641,1160,1637,3118,5046,3707,836,0
3568.pgm,1,145,759,3129,4725,3441,3093,1085,6
3569.pgm,2,402,1619,3617,3218,2545,3369,1292,320
357.pgm,1,187,914,2534,2691,3657,3946,2454,0
3570.pgm,0,97,1102,5591,3235,2290,2981,1088,0
3571.pgm,5,447,1611,2706,3167,2868,1628,3943,9
3572.pgm,2,430,1619,2662,2629,2768,1798,4469,7
3573.pgm,1,334,2703,3988,2738,2289,3090,1238,3
3574.pgm,4,426,1870,2962,2339,2416,3158,2206,1003
3575.pgm,1,479,3191,4067,2692,2305,2068,1264,317
3576.pgm,4,492,1512,1827,2066,3332,3647,2931,573
3577.pgm,26,505,2060,2269,2238,2501,3471,2064,1250
3578.pgm,9,642,2500,3037,3651,3938,1726,854,27
3579.pgm,6,464,2211,2796,3832,4178,2010,886,1
358.pgm,0,158,1274,4139,4856,2511,1008,326,2112
3580.pgm,6,550,2233,2936,4097,4087,1743,700,32
3581.pgm,9,425,2076,3290,2440,2931,2469,2743,1
3582.pgm,0,173,1262,2353,2400,2284,3324,4585,3
3583.pgm,22,587,2696,3386,4308,2713,1612,1060,0
3584.pgm,0,261,2468,3448,3614,5283,1207,102,1
3585.pgm,2,337,2051,3318,4919,3685,1551,521,0
3586.pgm,1,120,1571,2756,3919,4821,3037,159,0
3587.pgm,0,91,1203,2577,3870,4952,3571,120,0
3588.pgm,1,180,1726,2755,3307,3816,3188,1410,1
3589.pgm,0,403,757,1076,2325,3785,3513,4465,60
359.pgm,0,104,819,888,591,826,5101,7856,199
3590.pgm,41,308,973,2129,3523,3678,3376,790,1566
3591.pgm,66,902,2221,4115,3471,3513,2035,61,0
3592.pgm,4,315,1124,2202,2841,3524,5008,1360,6
3593.pgm,14,544,870,1415,2116,3886,5813,1726,0
3594.pgm,11,302,1222,2290,2710,5596,4209,43,1
3595.pgm,15,243,1012,2143,2848,5686,4372,64,1
3596.pgm,1,257,1580,4099,5034,3931,1450,32,0
3597.pgm,5,461,2182,4453,4459,3491,1311,22,0
3598.pgm,1,281,2120,4672,5841,2598,837,22,12
3599.pgm,6,376,2201,5103,6162,2141,388,7,0
36.pgm,4,578,2328,2958,2573,1272,1991,4672,8
360.pgm,1,186,1134,2864,4752,5043,2051,351,2
3600.pgm,10,237,466,2301,3883,1646,3585,4238,18
3601.pgm,14,421,745,995,3335,4774,3654,2434,12
3602.pgm,4,146,477,658,1870,2672,6951,3569,37
3603.pgm,3,140,1339,3642,3587,1964,4546,1161,2
3604.pgm,3,111,1149,3356,3590,2328,4641,1204,2
3605.pgm,0,83,1146,3392,3821,2115,4513,1313,1
3606.pgm,13,1353,3704,4013,3219,2711,1025,212,134
3607.pgm,4,342,2191,4566,3802,2636,2024,815,4
3608.pgm,0,2,44,377,824,872,5512,8645,108
3609.pgm,3,286,1768,4009,4090,2980,2186,1050,12
361.pgm,0,13,136,749,2871,3664,4824,4093,34
3610.pgm,0,120,343,651,1544,5482,7438,806,0
3611.pgm,0,104,361,618,1359,4926,8084,932,0
3612.pgm,0,35,193,498,1238,3380,9665,1375,0
3613.pgm,1,23,106,387,679,1855,10802,2496,35
3614.pgm,1,47,154,580,1281,3055,9161,2086,19
3615.pgm,0,35,179,636,1591,3869,9033,1041,0
3616.pgm,28,467,543,916,4570,5943,3851,66,0
3617.pgm,4,254,507,738,1984,7321,5390,186,0
3618.pgm,16,430,520,735,4002,7115,3519,47,0
3619.pgm,0,58,365,583,2912,5729,6451,286,0
362.pgm,0,36,202,1091,3998,3409,5132,2513,3
3620.pgm,4,179,2554,4886,3117,1857,3378,408,1
3621.pgm,0,31,2847,5717,3322,2648,1727,92,0
3622.pgm,1,107,894,1583,1264,4477,7530,528,0
3623.pgm,0,32,784,2364,3575,3196,5409,1024,0
3624.pgm,0,56,1306,2947,2911,3221,5477,466,0
3625.pgm,0,16,606,1760,2906,3207,7130,759,0
3626.pgm,3,146,413,831,2627,3306,7355,1703,0
3627.pgm,0,36,230,679,2403,4519,6695,1822,0
3628.pgm,4,132,440,1013,2499,3498,6712,2086,0
3629.pgm,1,295,956,1805,3746,5481,3729,371,0
363.pgm,11,97,440,3341,3663,2481,4127,1738,486
3630.pgm,0,291,984,1615,3491,2868,5828,1307,0
3631.pgm,0,26,484,1375,1176,1663,8706,2954,0
3632.pgm,7,40,310,1375,1889,1868,8404,2443,48
3633.pgm,0,21,203,1331,1159,1454,8946,3270,0
3634.pgm,1,23,274,1521,1451,1646,8752,2707,9
3635.pgm,7,72,588,1043,1272,2316,8260,2611,215
3636.pgm,0,44,180,982,913,1962,8065,4074,164
3637.pgm,1,123,669,1110,1433,2794,8192,2062,0
3638.pgm,0,62,395,599,826,1681,8217,4604,0
3639.pgm,1,101,462,891,1340,1963,7758,3867,1
364.pgm,0,19,454,2491,6066,6910,444,0,0
3640.pgm,0,63,192,519,1049,4233,9931,397,0
3641.pgm,0,68,310,628,1441,5395,8118,424,0
3642.pgm,0,22,125,363,907,6008,8774,185,0
3643.pgm,0,11,138,331,862,5114,9565,363,0
3644.pgm,0,43,180,707,2317,5361,7152,624,0
3645.pgm,0,14,117,294,997,4119,9962,881,0
3646.pgm,2,316,932,1164,2102,3992,5468,2407,1
3647.pgm,19,1035,1786,2106,2364,3263,4403,1407,1
3648.pgm,0,174,158,1185,7287,6472,987,121,0
3649.pgm,14,548,1260,1796,3506,3481,4181,1598,0
365.pgm,0,76,543,1380,2244,3963,5741,2432,5
3650.pgm,3,355,1224,2487,3374,3924,4243,770,4
3651.pgm,0,571,1562,1688,1852,4205,6143,363,0
3652.pgm,30,740,3178,4978,2692,1504,952,264,2046
3653.pgm,6,371,1315,1556,1066,3025,8321,699,25
3654.pgm,18,2079,2280,2029,3426,3613,2279,577,83
3655.pgm,54,1145,1122,1509,3049,4283,3544,1668,10
3656.pgm,0,227,1611,3568,4960,3242,2252,524,0
3657.pgm,0,9,164,964,2264,5152,7727,104,0
3658.pgm,6,168,695,1395,2729,4291,1854,699,4547
3659.pgm,2,120,528,1088,1726,5185,2438,2124,3173
366.pgm,3,24,63,306,757,1649,6834,6728,20
3660.pgm,0,0,124,182,203,845,11157,3873,0
3661.pgm,0,0,30,268,921,6392,8695,78,0
3662.pgm,0,4,48,181,855,7503,7733,59,1
3663.pgm,0,0,12,181,870,7828,7435,58,0
3664.pgm,0,70,510,2870,4279,2927,2036,3687,5
3665.pgm,0,166,712,2517,5356,4843,2265,525,0
3666.pgm,0,4,219,883,2561,3402,4153,5161,1
3667.pgm,1,115,242,517,2761,5174,2124,3971,1479
3668.pgm,0,174,1250,2374,4196,2490,1911,3987,2
3669.pgm,0,5,218,1565,2457,4990,6975,174,0
367.pgm,93,2643,3211,3018,4897,2257,249,15,1
3670.pgm,0,114,166,400,676,2562,12070,396,0
3671.pgm,0,110,148,231,587,1699,12629,980,0
3672.pgm,0,74,212,376,566,1601,12630,925,0
3673.pgm,0,0,30,104,242,1082,10673,4253,0
3674.pgm,0,2,92,2003,6404,6092,1761,30,0
3675.pgm,0,23,238,379,839,3572,9297,2036,0
3676.pgm,0,55,260,823,2123,8647,4439,37,0
3677.pgm,0,343,1343,1876,4512,4006,1648,227,2429
3678.pgm,0,753,824,893,3677,7785,2446,6,0
3679.pgm,0,33,240,769,2672,3274,5156,4239,1
368.pgm,0,80,1864,4817,5828,3166,538,91,0
3680.pgm,0,68,776,1176,2343,3703,3340,4974,4
3681.pgm,0,251,834,592,1782,4140,3458,5323,4
3682.pgm,0,14,67,314,1022,5831,8277,396,463
3683.pgm,7,303,569,953,3060,4704,2229,3864,695
3684.pgm,0,2,59,757,2319,6939,6264,44,0
3685.pgm,0,0,46,558,1533,7683,6536,28,0
3686.pgm,57,944,928,2001,2585,4016,3551,1158,1144
3687.pgm,0,6,65,448,1137,8376,6336,16,0
3688.pgm,4,98,329,678,1549,6804,6513,298,111
3689.pgm,0,1,88,471,1096,7943,6764,21,0
369.pgm,51,812,1330,1661,1705,2789,5862,2147,27
3690.pgm,0,1,113,780,1382,7470,6619,19,0
3691.pgm,0,1,32,519,1752,5319,8638,123,0
3692.pgm,210,2695,4446,5644,2067,257,299,734,32
3693.pgm,112,1856,4369,6499,2360,327,25,41,795
3694.pgm,390,1812,1789,4735,4728,637,87,147,2059
3695.pgm,339,2188,1253,1830,3839,1814,2881,2189,51
3696.pgm,1,91,942,4093,6093,3388,1493,98,185
3697.pgm,6,100,366,1579,5122,2215,4497,2498,1
3698.pgm,0,1,97,402,869,3491,10863,661,0
3699.pgm,0,65,293,1053,2253,4160,7435,1125,0
37.pgm,5,166,449,2345,3757,2111,3495,4050,6
370.pgm,0,7,23,126,494,1844,8610,5276,4
3700.pgm,77,1185,3465,5459,1815,316,118,545,3404
3701.pgm,7,1821,3361,2258,1649,1008,3965,2315,0
3702.pgm,8,212,708,3329,4715,1637,827,3185,1763
3703.pgm,7,273,351,1187,3306,4198,1852,2694,2516
3704.pgm,0,4,238,1237,3263,3883,3214,1890,2655
3705.pgm,0,144,398,553,753,2452,7333,4696,55
3706.pgm,12,491,1462,5168,3208,757,970,2692,1624
3707.pgm,19,352,1449,5312,4655,2792,777,46,982
3708.pgm,0,282,2257,4245,4855,2719,747,77,1202
3709.pgm,20,409,1372,4674,3469,1087,1481,3298,574
371.pgm,0,87,204,571,4207,5118,4909,1288,0
3710.pgm,0,46,355,1524,2717,7798,3921,23,0
3711.pgm,0,42,224,1129,5484,4493,611,41,4360
3712.pgm,0,29,243,1365,3629,3648,3921,3042,507
3713.pgm,4,338,1102,4209,3909,1055,2000,3460,307
3714.pgm,1,168,259,277,419,5087,9966,188,19
3715.pgm,2,285,430,538,714,8487,5910,17,1
3716.pgm,1,110,3020,6425,3979,2421,427,1,0
3717.pgm,0,2,199,454,1099,6102,8461,67,0
3718.pgm,22,632,1219,3578,4618,2415,279,317,3304
3719.pgm,8,263,686,2711,4035,1831,4228,2618,4
372.pgm,3,147,395,745,1585,2629,6569,4295,16
3720.pgm,54,1666,3606,4606,3221,1206,692,351,982
3721.pgm,93,1012,839,1567,2945,3563,2723,552,3090
3722.pgm,53,1148,2597,5486,4346,1151,835,604,164
3723.pgm,0,7,413,985,687,1966,10092,2234,0
3724.pgm,3,377,441,681,1913,4077,4973,3917,2
3725.pgm,28,210,470,1382,4296,4273,2161,466,3098
3726.pgm,0,0,38,163,416,9197,6557,13,0
3727.pgm,17,358,1278,3981,4021,3286,1080,265,2098
3728.pgm,27,804,670,1877,3419,4437,2180,1333,1637
3729.pgm,0,13,189,1467,2295,4106,7744,570,0
373.pgm,0,51,420,760,1807,3086,7066,3063,131
3730.pgm,0,13,149,894,3192,7065,5038,33,0
3731.pgm,7,275,1449,2751,3234,4062,4210,394,2
3732.pgm,0,148,1027,2953,5062,2267,1827,1050,2050
3733.pgm,1,319,1948,5429,3355,731,3744,853,4
3734.pgm,2,113,554,1239,2883,3865,3932,3795,1
3735.pgm,0,255,822,2498,7955,3370,1432,52,0
3736.pgm,10,577,1325,1423,2931,5227,4112,581,198
3737.pgm,6,417,1109,2834,4740,3940,1694,70,1574
3738.pgm,0,167,2511,10110,3517,78,1,0,0
3739.pgm,94,486,1857,3536,5969,3613,755,57,17
374.pgm,0,0,0,6,173,2678,13065,462,0
3740.pgm,49,501,1216,1628,3237,4763,4827,163,0
3741.pgm,0,39,828,1795,2661,6566,4147,348,0
3742.pgm,0,32,657,1874,4945,3708,4594,574,0
3743.pgm,0,28,1141,4576,5407,4290,928,14,0
3744.pgm,0,170,1325,2086,3342,6819,2601,41,0
3745.pgm,4,128,264,1473,2542,6835,2742,65,2331
3746.pgm,0,20,207,1073,2807,7991,4249,37,0
3747.pgm,1,117,629,1376,2939,4946,6014,362,0
3748.pgm,61,173,142,489,964,3207,8542,1332,1474
3749.pgm,0,86,1107,3709,4662,2412,3691,717,0
375.pgm,2,446,1505,3325,4921,3748,1519,294,624
3750.pgm,2,100,506,982,1464,3418,9384,528,0
3751.pgm,16,193,744,2219,2901,4309,5785,217,0
3752.pgm,7,149,571,1043,1593,3761,9005,255,0
3753.pgm,0,64,390,764,1421,2327,8045,3066,307
3754.pgm,0,20,238,651,1211,2593,7956,2881,834
3755.pgm,1,151,813,1461,2039,3657,7149,1095,18
3756.pgm,10,490,1637,3149,2945,2741,3948,881,583
3757.pgm,4,106,558,2636,3488,3048,4587,1956,1
